"","CDC EW","Region1","Region2","Region3","Region4","Region5","Region6","Region7","Region8","Region9","Region10","United.States-indirect","United.States-direct"
"1",26,-20165.24,-179817.88,-63906.73,-123064.88,-70142.71,-88326.63,-52063.3,-69398.02,-60070.92,-30042.13,-966115.01,-10192009.48
