"","CDC EW","Region1","Region2","Region3","Region4","Region5","Region6","Region7","Region8","Region9","Region10","United.States-indirect","United.States-direct"
"1",26,-33858.12,-97292.19,-53187.09,-38133.36,-54242.68,-59566.53,-67353.2,-61145.9,-36511.22,-58898.97,-2323839.36,-40644660.48
