"","CDC EW","Region1","Region2","Region3","Region4","Region5","Region6","Region7","Region8","Region9","Region10","United.States-indirect","United.States-direct"
"1",26,-15669.8,-49954.49,-21870.62,-45019.82,-74581.53,-90106.03,-22585.81,-81858.83,-38086.42,-56949.95,-2076372.69,-34715853.71
