"","CDC EW","Region1","Region2","Region3","Region4","Region5","Region6","Region7","Region8","Region9","Region10","United.States-indirect","United.States-direct"
"1",26,-12889.57,-33890.09,-59280.88,-23671.3,-29526.26,-43572.28,-53236.83,-46194.22,-28270.5,-27072.12,-942937.25,-10061805.05
