day     case
37675	1
37676	0
37677	0
37678	0
37679	0
37680	0
37681	1
37682	0
37683	5
37684	9
37685	9
37686	7
37687	3
37688	2
37689	2
37690	4
37691	0
37692	1
37693	6
37694	1
37695	1
37696	1
37697	2
37698	0
37699	1
37700	1
37701	0
37702	0
37703	0
37704	1
37705	0
37706	0
37707	0
37708	0
37709	0
37710	0
37711	0
37712	0
37713	0
37714	2
37715	1
