"X" "week" "date" "X28542" "X29207" "X65473" "X78236" "X29905" "X76544" "X92055" "X42223" "X28310" "X95903" "X23665" "X80913" "X60088" "X36112" "X31905" "X68113" "X65305" "X23708" "X31314" "X23801" "X39534" "X79920" "X23511" "X94535" "X30905" "X22134" "X78234" "X92134" "X99506" "X9464" "X31409" "X89191" "X40121" "X98431" "X20889" "X59402" "X9094" "X32542" "X92278" "X99505" "X20762" "X22060" "X23604" "X32544" "X66442" "X28547" "X96859" "X33621" "X76311" "X32212" "X13602" "X84056" "X96319" "X96278" "X32214" "X96264" "X96860" "X92145" "X73503" "X45433" "X71110" "X79607" "X6349" "X62225" "X71459" "X9054" "X92136" "X85309" "X98278" "X96205" "X80840" "X20755" "X9096" "X9824" "X72099" "X96350" "X21702" "X80914" "X99011" "X32228" "X31547" "X82005" "X32570" "X73145" "X93246" "X9180" "X29152" "X98433" "X20310" "X99703" "X87117" "X9636" "X83648" "X29902" "X27531" "X9604" "X21010" "X32509" "X85707" "X78150"
"69" 70 17 "4/23/01" 0.007944674 0.008608113 0.007774085 0.008675235 0.009974697 0.00784974 0.00608932 0.007182265 0.007948221 0.008020817 0.007609583 0.004197962 0.006206169 0.009039715 0.00927598 0.008045618 0.00804162 0.007838608 0.009721606 0.007327779 0.009947604 0.004456513 0.007755309 0.007346706 0.009282177 0.006571055 0.008659002 0.008409597 0.003839148 NA 0.01017073 0.003770297 0.006062248 0.007325284 0.006176743 0.00537212 NA 0.009558139 0.003768511 NA 0.0064439 0.006488782 0.007586936 0.009569232 0.006841258 0.008202643 NA 0.011456788 0.006967553 0.010427239 0.004999156 0.005615575 NA NA 0.010431777 NA NA 0.008164751 0.006720408 0.006450985 0.008858514 0.005712487 0.004970771 0.007306933 0.009363511 NA 0.008548918 0.004817115 0.006777338 NA 0.004003613 0.006513924 NA NA 0.008533517 NA 0.005872964 0.00419275 0.006576471 0.010431777 0.010640675 0.005289274 0.008879252 0.006805229 0.007412411 0.00480767 0.008390633 0.007427606 0.006458856 NA 0.004842391 NA 0.005143332 0.009828719 0.007769369 NA 0.006596419 0.009259318 0.00479466 0.008679564
"70" 71 18 "4/30/01" 0.008573683 0.008635106 0.010576354 0.013821886 0.010680499 0.013343734 0.005865001 0.009690677 0.007926672 0.005476238 0.008920812 0.004667843 0.008587274 0.009693522 0.009938818 0.010816424 0.011376635 0.008919528 0.010088635 0.009093134 0.011649614 0.003181049 0.008902985 0.00558907 0.009294679 0.009051626 0.013863067 0.008545139 0.003752051 NA 0.010988869 0.002824089 0.009537952 0.005617435 0.008437993 0.003639733 NA 0.010866592 0.002855822 NA 0.008798844 0.008918163 0.008978536 0.010883554 0.011333673 0.009042209 NA 0.012040619 0.012261646 0.011379851 0.006453345 0.004300642 NA NA 0.0114146 NA NA 0.008149643 0.012045706 0.009577544 0.012249192 0.011454594 0.006922239 0.009939959 0.012554829 NA 0.008662411 0.003297288 0.005800701 NA 0.004215184 0.008795053 NA NA 0.010982504 NA 0.007997008 0.004634515 0.004729131 0.0114146 0.011767977 0.005154641 0.009973838 0.011846432 0.005174517 0.00475186 0.008439665 0.005808128 0.008816383 NA 0.004476181 NA 0.003213109 0.01039148 0.007793056 NA 0.008744133 0.010639385 0.003183972 0.013875851
"71" 72 19 "5/7/01" 0.009334095 0.009801971 0.009000601 0.01323556 0.011405206 0.013111185 0.006850905 0.010433217 0.008835227 0.007977572 0.008737976 0.00582101 0.008120488 0.011978066 0.011727544 0.009539781 0.009497724 0.008837315 0.010796492 0.008628394 0.0123562 0.005644789 0.008825829 0.007565842 0.010927494 0.007694193 0.013304354 0.009542667 0.003795763 NA 0.011539193 0.003884348 0.00978971 0.006342263 0.007203407 0.004140897 NA 0.011934549 0.004069086 NA 0.00737664 0.007489134 0.008633696 0.011940336 0.009696214 0.009748421 NA 0.011363555 0.012215271 0.011698869 0.006602487 0.004553872 NA NA 0.011734224 NA NA 0.00938348 0.011688094 0.009707461 0.012924745 0.011723453 0.006390616 0.008521625 0.013071898 NA 0.009737967 0.004353513 0.00609547 NA 0.004971673 0.007341662 NA NA 0.011002851 NA 0.007099743 0.005833107 0.005331409 0.011734224 0.011979804 0.005591639 0.011270642 0.010885941 0.006578621 0.004038857 0.009616571 0.006241316 0.007405019 NA 0.006021646 NA 0.003445006 0.011220246 0.008533356 NA 0.007430129 0.011454524 0.004688101 0.013311873
"72" 73 20 "5/14/01" 0.010270665 0.010889314 0.012739223 0.014115914 0.013167588 0.01447302 0.00757187 0.012467172 0.01000478 0.008088481 0.009033816 0.007573682 0.010012363 0.011564149 0.011311405 0.01221568 0.013343964 0.009167925 0.011743594 0.009404788 0.013356531 0.006393825 0.00913112 0.007576681 0.011233517 0.008412386 0.014158872 0.009509652 0.002883219 NA 0.012776692 0.005235 0.012268656 0.006243433 0.007631312 0.004788184 NA 0.012695668 0.004920449 NA 0.007834015 0.008122319 0.008959833 0.012694767 0.013292366 0.010553318 NA 0.013076646 0.014259854 0.011768684 0.006619699 0.006765336 NA NA 0.011874748 NA NA 0.009298641 0.014245543 0.011881964 0.013260396 0.012451445 0.006432737 0.012962596 0.013649898 NA 0.009585355 0.005329963 0.006348759 NA 0.006634274 0.007647945 NA NA 0.011919245 NA 0.007334863 0.007550062 0.005453616 0.011874748 0.012808095 0.006323414 0.011550048 0.01403196 0.007320648 0.003843376 0.010988802 0.006366768 0.007903608 NA 0.006983509 NA 0.005463635 0.013016327 0.009505267 NA 0.007529753 0.012134905 0.005406775 0.014158727
"73" 74 21 "5/21/01" 0.0134027 0.011344183 0.007127444 0.011933312 0.012957698 0.010537449 0.007543139 0.008670944 0.012213108 0.007869765 0.012120533 0.005037951 0.007764312 0.011036954 0.011195192 0.006975662 0.007208015 0.012527317 0.011515295 0.011855042 0.012683708 0.004281791 0.012363363 0.007407013 0.011205509 0.011115794 0.012021463 0.010161943 0.002602204 NA 0.01279702 0.003598249 0.009115171 0.008349644 0.010383479 0.005693221 NA 0.012699182 0.004135844 NA 0.010821523 0.01094886 0.012133257 0.012705495 0.00660176 0.013727054 NA 0.014407026 0.008566348 0.011916435 0.009271148 0.005293867 NA NA 0.011935348 NA NA 0.00998352 0.00838155 0.009390547 0.010245273 0.008186904 0.008711915 0.008067627 0.011549525 NA 0.010263834 0.005098371 0.00737145 NA 0.004473648 0.010720039 NA NA 0.008318971 NA 0.010084809 0.005031481 0.006809904 0.011935348 0.01271853 0.004834104 0.011914535 0.008115261 0.007226471 0.003838826 0.011477162 0.008065082 0.010812533 NA 0.004288441 NA 0.004845241 0.012711941 0.012396921 NA 0.010680198 0.012426958 0.005082166 0.012036461
"74" 75 22 "5/28/01" 0.013682252 0.013634973 0.010416968 0.015185925 0.015560547 0.015101193 0.008174454 0.010516135 0.012904613 0.006898558 0.011307197 0.007607324 0.007418539 0.014189243 0.014050991 0.009249822 0.010525921 0.011611685 0.015140217 0.010980589 0.016889664 0.00390054 0.011501998 0.006811563 0.013645273 0.009721006 0.015357301 0.009950422 0.003456781 NA 0.015593578 0.004057884 0.009051154 0.006883488 0.008482484 0.005651473 NA 0.01693865 0.004616468 NA 0.009431648 0.009483986 0.011256209 0.016927956 0.010458217 0.013869691 NA 0.016548435 0.014933526 0.014855189 0.007201342 0.005945563 NA NA 0.01493776 NA NA 0.009828246 0.014632319 0.008619637 0.015158767 0.013961747 0.008070897 0.009747587 0.015497121 NA 0.010051458 0.004776146 0.006753046 NA 0.006482687 0.009148943 NA NA 0.01271545 NA 0.007958423 0.007643969 0.005632688 0.01493776 0.015539698 0.00774266 0.016249968 0.013392983 0.006779649 0.004083937 0.013931157 0.006908519 0.00925701 NA 0.004228499 NA 0.004168041 0.015425185 0.01214173 NA 0.009220578 0.016619113 0.003993328 0.015365791
"75" 76 23 "6/4/01" 0.015587004 0.015884929 0.01404621 0.015032264 0.017215015 0.015438717 0.00761717 0.013563797 0.015276875 0.006244139 0.013235179 0.008763648 0.008919454 0.016343302 0.016239678 0.01158553 0.013779958 0.013414179 0.017151438 0.013388881 0.018202151 0.005675156 0.013343712 0.006303316 0.01619875 0.011452875 0.015118041 0.009453656 0.002813793 NA 0.017236236 0.003635498 0.013227199 0.007498275 0.00987141 0.006376249 NA 0.01756859 0.004603004 NA 0.01067842 0.010978457 0.013208646 0.017576601 0.013687191 0.015595533 NA 0.017645923 0.014657138 0.017010734 0.007326299 0.004944417 NA NA 0.017050633 NA NA 0.009421916 0.014883716 0.010961326 0.016805147 0.013322404 0.007944698 0.013210443 0.017200249 NA 0.009674463 0.004033393 0.007307124 NA 0.007164429 0.010226852 NA NA 0.015194304 NA 0.009314826 0.008790669 0.006638371 0.017050633 0.017299731 0.007539635 0.017215153 0.015162169 0.006120103 0.004414202 0.016138474 0.007491257 0.010596134 NA 0.005076898 NA 0.004803977 0.017196038 0.014622765 NA 0.00984143 0.017720988 0.003437203 0.015130581
"76" 77 24 "6/11/01" 0.016353859 0.016120298 0.013261031 0.016086049 0.016979987 0.016222739 0.006879166 0.013833285 0.016395652 0.006233282 0.016293617 0.004927051 0.013795985 0.016195542 0.016115393 0.014300423 0.013999127 0.01655445 0.016840846 0.015964976 0.017479004 0.005218725 0.01646342 0.006273002 0.01623389 0.015473701 0.016212645 0.009610026 0.003068026 NA 0.017019807 0.002975503 0.013895317 0.006959558 0.01489396 0.006228502 NA 0.017795466 0.003501986 NA 0.015474814 0.01550054 0.016236222 0.017779064 0.013818134 0.016436767 NA 0.017713549 0.014425978 0.01684805 0.01228208 0.005557549 NA NA 0.016832437 NA NA 0.009439871 0.013793732 0.014577146 0.015447889 0.012369626 0.013048768 0.014427465 0.016709621 NA 0.009945252 0.003745179 0.00679266 NA 0.004177358 0.015557439 NA NA 0.013783002 NA 0.01437912 0.00490112 0.005729553 0.016832437 0.016953666 0.005373493 0.017344629 0.013476026 0.00598881 0.003813302 0.016408132 0.007017172 0.015472631 NA 0.003359961 NA 0.004601359 0.016891115 0.016104663 NA 0.015342663 0.017780385 0.004495895 0.016225192
"77" 78 25 "6/18/01" 0.014952749 0.014777045 0.012151872 0.014290685 0.016488305 0.013498742 0.00752893 0.012848524 0.015071101 0.006903786 0.015172588 0.007800303 0.01051115 0.014396372 0.014103058 0.011521253 0.012558968 0.015322261 0.016278387 0.014946847 0.015646381 0.007138907 0.015281891 0.006667904 0.014477672 0.01407283 0.014394578 0.010394532 0.002993846 NA 0.016688005 0.005243874 0.012257954 0.007996657 0.013384888 0.00639401 NA 0.015573453 0.005556477 NA 0.013933378 0.013994516 0.015094645 0.015582887 0.01210916 0.015202087 NA 0.016808463 0.011632691 0.016479967 0.010591185 0.006033179 NA NA 0.016450712 NA NA 0.010287695 0.011510303 0.012357204 0.014412699 0.011671922 0.012864986 0.01236928 0.014789149 NA 0.010866148 0.008070275 0.007431184 NA 0.006744151 0.013928315 NA NA 0.012264542 NA 0.013036129 0.007705863 0.005839512 0.016450712 0.016494409 0.006474628 0.015203612 0.011177219 0.006640106 0.003935712 0.015013209 0.007802559 0.013913604 NA 0.007059691 NA 0.00409991 0.016352833 0.01485309 NA 0.013888099 0.015631092 0.009395951 0.014408376
"78" 79 26 "6/25/01" 0.016226774 0.016193398 0.012897744 0.015248796 0.017425417 0.014752105 0.007552476 0.013382756 0.016548893 0.009059318 0.016203943 0.008573492 0.011828534 0.015487122 0.015364086 0.014280353 0.013907762 0.016396786 0.01720046 0.015913075 0.01588415 0.010857908 0.016345104 0.008154242 0.016088663 0.015170342 0.015324438 0.010713011 0.003094138 NA 0.017514915 0.004890182 0.012946574 0.008074213 0.014329302 0.008596188 NA 0.015823284 0.005393218 NA 0.015003575 0.015095973 0.016113534 0.015848593 0.013650402 0.016471436 NA 0.017340873 0.014185493 0.017083834 0.011784082 0.006269273 NA NA 0.017068305 NA NA 0.010501499 0.014414778 0.013418754 0.014767353 0.012463 0.01305042 0.012444778 0.015222921 NA 0.011062936 0.006819522 0.007617364 NA 0.007524173 0.014854312 NA NA 0.01355849 NA 0.013915605 0.008470791 0.007736737 0.017068305 0.017139709 0.008528136 0.015664257 0.013876554 0.007667825 0.004101263 0.016343075 0.007949156 0.014960516 NA 0.010309134 NA 0.006996079 0.017361901 0.016152904 NA 0.014716369 0.015960111 0.008224789 0.015333288
"79" 80 27 "7/2/01" 0.016002569 0.0171385 0.015811146 0.015275181 0.017960339 0.015304636 0.012437924 0.015567869 0.015939224 0.008621008 0.013712806 0.009008611 0.010867756 0.017812291 0.01765082 0.015321073 0.016610706 0.013953557 0.017482646 0.013280662 0.018226112 0.009653888 0.013891339 0.007675226 0.017184136 0.012405137 0.015417353 0.013489075 0.003449676 NA 0.017906655 0.010910438 0.013696633 0.008427845 0.011471484 0.007487318 NA 0.018008324 0.011532175 NA 0.012131553 0.012261113 0.01358337 0.018010298 0.015331052 0.016071238 NA 0.018634941 0.013774674 0.017707792 0.008594227 0.009530979 NA NA 0.017737177 NA NA 0.013426474 0.014011873 0.011844112 0.017934888 0.012468163 0.010586147 0.013789576 0.017926074 NA 0.01363185 0.012016348 0.007648843 NA 0.008216522 0.01204069 NA NA 0.017656233 NA 0.011067268 0.008991179 0.006750665 0.017737177 0.017982946 0.010308554 0.017890229 0.014847848 0.010977284 0.004118368 0.017124345 0.008232327 0.012090062 NA 0.009021227 NA 0.008357236 0.017855556 0.014987712 NA 0.011998576 0.018110453 0.013042953 0.015431807
"80" 81 28 "7/9/01" 0.01578143 0.016763017 0.014512207 0.01386958 0.018393698 0.014209177 0.007954982 0.013949329 0.015556594 0.008661473 0.013843419 0.011206916 0.01045549 0.01768869 0.017577829 0.013812305 0.015148121 0.014112778 0.01837217 0.013123603 0.018496584 0.008427147 0.014075558 0.008028586 0.017354195 0.011956631 0.014019956 0.010894661 0.002808005 NA 0.018589798 0.006973745 0.012480214 0.009256883 0.011130563 0.009053966 NA 0.018540553 0.006308648 NA 0.011817581 0.011832648 0.013593145 0.01854909 0.014981136 0.015968433 NA 0.019495016 0.013958777 0.018644874 0.010576664 0.010596538 NA NA 0.018632231 NA NA 0.010628626 0.014254464 0.011710878 0.017706272 0.011817833 0.011445345 0.013732581 0.01797137 NA 0.011077981 0.011069283 0.008100511 NA 0.009897268 0.01172803 NA NA 0.016003253 NA 0.010752064 0.011139111 0.006895712 0.018632231 0.018665482 0.01184657 0.018467318 0.014873043 0.008867846 0.004317475 0.016927039 0.008776798 0.011725713 NA 0.009306252 NA 0.008986031 0.018296328 0.014764158 NA 0.011984394 0.018550651 0.012613629 0.014036257
"81" 82 29 "7/16/01" 0.015005942 0.014809081 0.017820664 0.014541447 0.016467271 0.014591788 0.006812327 0.01683734 0.014675446 0.008140532 0.01420577 0.009221059 0.015570953 0.016016854 0.01552459 0.018873217 0.018561587 0.014311261 0.016288573 0.013465039 0.018161191 0.012359638 0.01433475 0.00767917 0.014761391 0.012956877 0.014666617 0.009727267 0.003185103 NA 0.016927609 0.003823269 0.016109186 0.009120061 0.012063255 0.008460693 NA 0.017664408 0.00401915 NA 0.012632276 0.012816579 0.013935171 0.017700373 0.017379528 0.015183088 NA 0.018659239 0.015221555 0.018118215 0.010697269 0.005013895 NA NA 0.018046586 NA NA 0.009606385 0.015575297 0.015996239 0.01758121 0.013100509 0.011784123 0.017437952 0.018168763 NA 0.010076647 0.008370897 0.008358148 NA 0.007710734 0.012485853 NA NA 0.017935636 NA 0.011870812 0.009067583 0.006851964 0.018046586 0.018015831 0.00681782 0.017378843 0.016462141 0.007709706 0.003673644 0.014910347 0.009064103 0.012606009 NA 0.012089053 NA 0.006508766 0.016226529 0.014218636 NA 0.012494586 0.017845909 0.013609041 0.014680653
"82" 83 30 "7/23/01" 0.017336035 0.017135434 0.017775717 0.015374391 0.018582136 0.015018489 0.008171458 0.018068597 0.016623745 0.009246482 0.015705427 0.010568318 0.014778214 0.016870676 0.016828174 0.017120078 0.018199885 0.015857641 0.01783719 0.015295714 0.017938578 0.011628306 0.015816299 0.008175795 0.016881015 0.014977154 0.015495796 0.010739727 0.002571483 NA 0.018519068 0.004829373 0.017454347 0.009466961 0.014087366 0.00697046 NA 0.017632604 0.00507409 NA 0.014533505 0.014839326 0.015611101 0.017637262 0.016989308 0.01751667 NA 0.018262814 0.014122439 0.017619229 0.010589549 0.005912839 NA NA 0.01765056 NA NA 0.010593688 0.014332764 0.016261932 0.018429802 0.012932145 0.012531555 0.018133786 0.018604786 NA 0.011001634 0.008697031 0.008543038 NA 0.008972226 0.014325981 NA NA 0.018129714 NA 0.013744464 0.010468531 0.006791028 0.01765056 0.01814428 0.009178695 0.01739538 0.015119145 0.008739522 0.004315048 0.017197402 0.009386488 0.014589325 NA 0.010957311 NA 0.005420486 0.018488087 0.016338744 NA 0.014124276 0.017676621 0.012104526 0.015515879
"83" 84 31 "7/30/01" 0.014225079 0.015015845 0.017550212 0.014595318 0.016798408 0.013698617 0.007973518 0.017516593 0.014261146 0.008895532 0.013849279 0.009590899 0.015896291 0.016400578 0.016241149 0.019078316 0.018660386 0.013788041 0.016648566 0.013504372 0.01799076 0.010461052 0.013867069 0.00830399 0.01560257 0.01397891 0.014684921 0.010654341 0.00314081 NA 0.01706835 0.006528568 0.016991809 0.009130815 0.013516238 0.007953569 NA 0.017576343 0.007080638 NA 0.013568427 0.013867064 0.013646734 0.017613192 0.016178366 0.014419932 NA 0.017079371 0.012940372 0.017211332 0.012178639 0.007437163 NA NA 0.017193556 NA NA 0.010519676 0.013202734 0.016319914 0.017284464 0.011788239 0.012271647 0.017439319 0.017193346 NA 0.010935267 0.012637754 0.008706475 NA 0.008558426 0.013535844 NA NA 0.017551661 NA 0.013631242 0.009510229 0.006607335 0.017193556 0.017170953 0.008944898 0.017304227 0.014179998 0.008558581 0.00410732 0.014873964 0.00926447 0.013716629 NA 0.01104849 NA 0.00704399 0.016615223 0.013771404 NA 0.01344409 0.017764325 0.013689187 0.014706396
"84" 85 32 "8/6/01" 0.018820173 0.017593281 0.016352529 0.014356816 0.018822058 0.013716066 0.009462422 0.017403408 0.018117321 0.00878618 0.018378926 0.009897301 0.014866318 0.017163398 0.01687259 0.013549206 0.015682681 0.018625377 0.017701588 0.018018345 0.018000651 0.00947056 0.018520975 0.007814615 0.017440153 0.018164408 0.014459724 0.011432924 0.003309104 NA 0.018589508 0.009150452 0.017298453 0.010343417 0.017392918 0.007097615 NA 0.017873052 0.009915333 NA 0.017848524 0.018112552 0.018415758 0.017857493 0.012904663 0.018957261 NA 0.017837945 0.013264881 0.01771932 0.012900238 0.007878438 NA NA 0.017755049 NA NA 0.011425805 0.013386304 0.017099362 0.017155734 0.012003022 0.016036219 0.016383619 0.017882257 NA 0.011791753 0.01286815 0.009217706 NA 0.008940221 0.017653749 NA NA 0.01727823 NA 0.017127607 0.009749289 0.006515369 0.017755049 0.018259752 0.009496342 0.017469894 0.014076127 0.008917144 0.004101121 0.017745139 0.010346651 0.01791061 NA 0.010394746 NA 0.007195255 0.018710508 0.018148543 NA 0.017357754 0.017733647 0.012714571 0.014482916
"85" 86 33 "8/13/01" 0.017226362 0.01699024 0.012868995 0.014492711 0.018936548 0.01463534 0.010031656 0.014121792 0.01681184 0.007916012 0.016773257 0.008414041 0.011212402 0.017628008 0.01764677 0.011031825 0.012412405 0.016589358 0.018258221 0.016239973 0.018705737 0.0112141 0.016676369 0.007597364 0.017196497 0.015390213 0.014629506 0.011794566 0.002911041 NA 0.018900258 0.007950947 0.013321282 0.009731193 0.014314825 0.006147628 NA 0.018326321 0.009255078 NA 0.015039256 0.01521573 0.016702981 0.018326918 0.0118642 0.017434025 NA 0.019053115 0.015003807 0.018609494 0.010551243 0.007319157 NA NA 0.018587162 NA NA 0.011758253 0.014492637 0.012448615 0.017182355 0.014485586 0.013578315 0.011722365 0.017884309 NA 0.01211077 0.013181905 0.008849163 NA 0.007583145 0.014829673 NA NA 0.014993435 NA 0.013936426 0.008333204 0.006182439 0.018587162 0.018927268 0.007722275 0.018174345 0.013633544 0.008121697 0.003835834 0.0169294 0.009459872 0.014992869 NA 0.010359776 NA 0.006632446 0.018795759 0.016628225 NA 0.014948476 0.01849022 0.01362114 0.014649343
"86" 87 34 "8/20/01" 0.015358393 0.014943588 0.014660561 0.016103752 0.017189782 0.014673567 0.007957932 0.015005853 0.014951918 0.008617908 0.015146829 0.007341478 0.013705877 0.014612898 0.014761729 0.013529451 0.015116673 0.015168262 0.016538221 0.014232696 0.01722105 0.008811674 0.015225114 0.008150565 0.015269808 0.013775308 0.016140731 0.010891872 0.003028564 NA 0.017298042 0.005308952 0.014446827 0.009073956 0.012867643 0.004584004 NA 0.016413013 0.005401779 NA 0.013496102 0.013662704 0.014896371 0.016430678 0.013700897 0.01557896 NA 0.018290944 0.013280619 0.016506272 0.010550782 0.006949371 NA NA 0.016531913 NA NA 0.010750468 0.013459903 0.013508278 0.016411081 0.013316089 0.013047589 0.014808145 0.016974097 NA 0.011200597 0.007324043 0.008441136 NA 0.006496672 0.013312232 NA NA 0.01506512 NA 0.012498509 0.007294485 0.006046036 0.016531913 0.017084295 0.007011383 0.015629363 0.013269728 0.007763159 0.003554884 0.01513123 0.009340954 0.013466463 NA 0.007881522 NA 0.005643945 0.017023347 0.014570216 NA 0.013369162 0.016394186 0.008538211 0.016169629
"87" 88 35 "8/27/01" 0.016809705 0.016120167 0.014241009 0.016240166 0.018134633 0.016081334 0.008823882 0.015640377 0.016327376 0.008835861 0.016201214 0.007423293 0.011553121 0.016503448 0.016398511 0.011496996 0.013824761 0.016079376 0.017053409 0.015815805 0.018203659 0.009263487 0.016136816 0.0081905 0.015968255 0.014751202 0.016261253 0.011627531 0.003208316 NA 0.01799909 0.006037094 0.015075513 0.009876614 0.013578199 0.005571774 NA 0.018023234 0.006733492 NA 0.014293216 0.014472191 0.016132335 0.018015192 0.012481494 0.017029402 NA 0.018013069 0.014698214 0.017212897 0.009831043 0.00670812 NA NA 0.017244953 NA NA 0.011279114 0.014681163 0.013358319 0.016426114 0.014242533 0.012937287 0.013658855 0.016317087 NA 0.011759111 0.009199836 0.009286694 NA 0.006442687 0.014047668 NA NA 0.015503269 NA 0.013211288 0.007355218 0.006279729 0.017244953 0.017765651 0.006478036 0.017708914 0.014464421 0.008625347 0.003321775 0.016331893 0.009778226 0.014236344 NA 0.00856831 NA 0.006367691 0.017971358 0.016026968 NA 0.013995118 0.018036745 0.010221007 0.01628312
"88" 89 36 "9/3/01" 0.014758482 0.015261841 0.014485164 0.017178753 0.01728537 0.016844954 0.009483993 0.015935037 0.014318633 0.006743247 0.013561063 0.006155206 0.013042482 0.017090261 0.016722187 0.01200498 0.01416396 0.013470637 0.017117883 0.01266172 0.017957362 0.007069363 0.013602828 0.006804863 0.015918517 0.012034033 0.017233713 0.011225067 0.003350277 NA 0.017384295 0.005478827 0.015176172 0.007848802 0.011274888 0.005704515 NA 0.017517994 0.006170132 NA 0.011715642 0.011863954 0.013197844 0.017532825 0.012461671 0.014975138 NA 0.017917174 0.014486845 0.017328309 0.009967984 0.005642621 NA NA 0.017315201 NA NA 0.011019969 0.013920418 0.01337791 0.017373839 0.014382081 0.010818906 0.014578759 0.017263083 NA 0.011315523 0.007392331 0.0077447 NA 0.005467378 0.011656545 NA NA 0.016076669 NA 0.011165999 0.006094299 0.004595136 0.017315201 0.017418272 0.005534159 0.017515297 0.014190528 0.007607229 0.003646772 0.015203875 0.007916704 0.011720272 NA 0.005765298 NA 0.005213594 0.017214968 0.013892411 NA 0.011825554 0.017717005 0.007227989 0.017253679
"89" 90 37 "9/10/01" 0.012948488 0.012372263 0.008933888 0.014228357 0.014977619 0.013740392 0.00826104 0.009865768 0.011936006 0.008623904 0.011721587 0.006353344 0.008712318 0.013919528 0.013380992 0.009255553 0.008975795 0.011758125 0.014579852 0.010580178 0.016004327 0.011326377 0.011856289 0.008100733 0.012838507 0.009954326 0.014235747 0.010907261 0.003613869 NA 0.015212009 0.006426217 0.009176263 0.008905651 0.009382266 0.006567682 NA 0.015182723 0.007120961 NA 0.009788219 0.009847622 0.011304402 0.0151986 0.009613634 0.013298927 NA 0.016360041 0.011642987 0.0155435 0.007784766 0.006096996 NA NA 0.015570876 NA NA 0.010611565 0.011415188 0.008889666 0.013490204 0.011848118 0.009417102 0.008468353 0.014335236 NA 0.011089915 0.009972674 0.008368121 NA 0.005571892 0.009816483 NA NA 0.010099139 NA 0.009176579 0.00629019 0.005575419 0.015570876 0.0157031 0.006163442 0.014735935 0.01102455 0.008166186 0.004011784 0.012421886 0.008799382 0.009778998 NA 0.008625869 NA 0.006912234 0.014777247 0.011671662 NA 0.010063964 0.015247248 0.011255058 0.014254229
"90" 91 38 "9/17/01" 0.013196947 0.012178241 0.010881107 0.015719179 0.014897498 0.015318426 0.007363574 0.011517752 0.012134395 0.008365487 0.012733254 0.006442205 0.010255942 0.012400659 0.011837966 0.009885415 0.011066005 0.01267095 0.014649216 0.011532544 0.015747529 0.008420009 0.012766035 0.007513659 0.012272992 0.010983428 0.015834778 0.010056464 0.003191268 NA 0.015216011 0.004457634 0.010675053 0.008310257 0.010254057 0.004959741 NA 0.014309957 0.004749125 NA 0.010832946 0.010892804 0.012454804 0.014327642 0.011474744 0.013498312 NA 0.016711554 0.013974785 0.015686412 0.00910213 0.00573699 NA NA 0.015684821 NA NA 0.009897726 0.013686422 0.010322247 0.01527095 0.013896398 0.011166173 0.010507781 0.016131223 NA 0.010361728 0.006447635 0.008150626 NA 0.005473791 0.010758441 NA NA 0.012427187 NA 0.00988435 0.00640543 0.005399475 0.015684821 0.015895679 0.005865875 0.013690248 0.013699816 0.00822717 0.003904818 0.012247965 0.008386127 0.0107852 NA 0.00649919 NA 0.005330365 0.014726632 0.01205121 NA 0.010967279 0.014406143 0.007578491 0.015851192
"91" 92 39 "9/24/01" 0.009895969 0.008830284 0.006207904 0.008876046 0.011405683 0.008313282 0.007638052 0.006564679 0.008919676 0.007640589 0.009744883 0.005551723 0.006697714 0.00830913 0.008534463 0.006217916 0.006399804 0.009740414 0.010798493 0.008645148 0.010055997 0.005140716 0.009828763 0.007532771 0.008942923 0.008210054 0.008964388 0.010185421 0.003029959 NA 0.011754902 0.005209722 0.006464218 0.007877748 0.007713265 0.005275039 NA 0.010204434 0.005425361 NA 0.00810254 0.00816127 0.00943654 0.010209203 0.006771956 0.010249806 NA 0.015556771 0.007578038 0.013705229 0.007149441 0.005147541 NA NA 0.013606539 NA NA 0.009970014 0.007570816 0.006662992 0.008273621 0.007613162 0.009014861 0.005829924 0.008776843 NA 0.010566401 0.005363161 0.008010508 NA 0.004796143 0.008127192 NA NA 0.006749554 NA 0.007358201 0.005508851 0.005469694 0.013606539 0.013236129 0.005624015 0.009448784 0.007667568 0.007413901 0.003656266 0.008994091 0.008112056 0.008095222 NA 0.00538568 NA 0.005554346 0.011145087 0.008787674 NA 0.008359698 0.00975907 0.00533265 0.00897944
