"X1" "date" "X0" "X23708" "X80913" "X78236" "X92134" "X23665" "X92055" "X29207" "X99506" "X78234" "X32542" "X42223" "X79920" "X23511" "X76544" "X22134" "X89191" "X28547" "X98431" "X94535" "X28310" "X32214" "X30905" "X20762" "X60088" "X85309" "X40121" "X22060" "X39534" "X23801" "X29905" "X66442" "X23604" "X32228" "X92278" "X20889" "X83648" "X96859" "X9180" "X31314" "X65473" "X36112" "X29152" "X87117" "X96319" "X96350" "X99011" "X57706" "X78843" "X31905" "X84056" "X71459" "X76311" "X96362" "X92140" "X36608" "X33621" "X20307" "X98278" "X80914" "X28545" "X92136" "X99703" "X29902" "X68113" "X98433" "X32509" "X73145" "X79607" "X85613" "X45433" "X73503" "X92145" "X9042" "X28542" "X88103" "X98312" "X67221" "X58705" "X9630" "X13602" "X65305" "X80840" "X32925" "X85707" "X29404" "X19902" "X28533" "X92106" "X93246" "X96857" "X96863" "X96278" "X62225" "X27531" "X96853" "X23460" "X32212" "X32512" "X79918" "X9464"
"11" 11 "2009-03-09" 31 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" 12 "2009-03-16" 23 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 13 "2009-03-23" 16 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 14 "2009-03-30" 19 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 15 "2009-04-06" 12 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 16 "2009-04-13" 9 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17" 17 "2009-04-20" 20 0 2 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"18" 18 "2009-04-27" 57 3 3 11 9 0 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 0 1 0 0 1 1 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0
"19" 19 "2009-05-04" 34 0 4 4 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 7 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"20" 20 "2009-05-11" 35 1 2 1 1 0 0 5 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 12 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"21" 21 "2009-05-18" 31 0 1 0 2 0 1 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 4 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22" 22 "2009-05-25" 27 1 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 1 4 1 0 0 2 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"23" 23 "2009-06-01" 34 0 1 2 1 0 5 0 0 0 0 0 0 0 1 0 0 2 2 0 0 0 1 0 2 0 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"24" 24 "2009-06-08" 68 4 0 2 0 2 2 3 0 0 0 0 3 0 0 1 0 11 0 0 1 0 0 0 5 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0
"25" 25 "2009-06-15" 59 0 3 0 3 0 2 4 0 1 0 0 1 1 0 4 0 1 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 4 2 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 7 0 0
"26" 26 "2009-06-22" 105 0 1 3 4 3 5 14 1 23 0 0 0 0 2 12 0 3 0 1 0 0 0 0 1 0 0 0 0 3 6 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0
"27" 27 "2009-06-29" 107 0 0 10 1 0 8 30 2 18 0 0 0 0 0 5 0 2 3 3 0 0 1 0 1 0 0 0 0 0 7 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0
"28" 28 "2009-07-06" 119 0 0 9 3 0 2 23 1 11 0 2 0 0 0 18 0 0 0 1 1 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 7 0 0 0 1 0 0 1 2 1 0 0 0 0 0 0 3 0 0
"29" 29 "2009-07-13" 180 0 1 4 6 0 5 32 2 16 0 0 0 0 1 64 2 3 0 0 0 0 6 0 1 0 0 0 0 0 10 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 3 0 2 0 1 4 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0
"30" 30 "2009-07-20" 104 0 0 1 5 0 5 11 2 17 0 0 0 0 1 2 0 2 0 0 0 0 1 0 0 0 1 0 0 0 5 0 0 0 1 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 3 1 0 11 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 5 0 0 0 0 1 0 0 2 1 0 0 0 1 0 0 0 1 0
"31" 31 "2009-07-27" 110 1 2 2 1 0 1 30 1 13 0 0 0 1 2 2 0 0 0 0 0 0 1 0 0 0 4 0 0 1 10 0 0 0 4 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 3 3 0 0 0 2 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1
"32" 32 "2009-08-03" 127 1 1 7 2 0 0 56 1 7 1 1 0 1 1 0 0 0 0 0 0 0 6 0 3 0 7 0 0 1 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 0 1 0 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"33" 33 "2009-08-10" 73 0 0 4 0 0 0 21 2 3 1 0 0 0 2 0 0 2 0 1 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 4 2 0 0 0 1 1 0 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"34" 34 "2009-08-17" 72 1 2 6 1 0 0 1 1 5 2 0 4 0 4 0 0 0 0 0 4 1 3 0 0 0 4 0 0 1 0 0 0 1 1 0 0 1 0 4 0 0 0 0 0 0 1 0 2 2 0 6 1 1 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"35" 35 "2009-08-24" 64 0 0 3 1 3 1 1 3 1 6 0 3 0 2 0 0 2 0 0 3 0 2 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 2 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 2 0 0
"36" 36 "2009-08-31" 84 1 6 0 5 0 2 0 11 0 3 2 1 0 1 0 0 2 0 1 0 1 8 0 0 0 3 0 3 1 0 0 0 1 1 1 0 0 0 0 2 0 0 0 0 12 0 0 0 6 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"37" 37 "2009-09-07" 101 0 3 6 5 0 0 0 3 0 6 2 0 0 2 0 0 4 0 0 1 4 3 0 1 0 3 1 2 0 0 1 0 1 0 2 1 0 0 0 5 0 0 0 0 3 3 0 2 2 0 1 3 0 2 3 2 0 0 0 2 0 2 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1
"38" 38 "2009-09-14" 127 0 2 18 2 0 3 1 5 0 9 3 1 0 1 0 0 1 1 3 1 0 1 2 3 0 2 0 1 3 5 0 0 1 1 0 0 0 0 1 4 0 0 0 0 6 1 0 0 4 0 1 0 2 1 0 0 0 0 1 4 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1
"39" 39 "2009-09-21" 220 3 4 33 5 2 2 12 7 0 15 2 1 0 3 0 0 2 0 2 2 0 15 0 2 0 4 0 0 3 10 1 0 1 0 0 5 0 2 3 11 1 2 1 0 2 3 0 1 2 0 0 7 0 1 0 4 0 0 0 2 0 1 1 1 0 0 0 2 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 3 1 0 1
"40" 40 "2009-09-28" 228 3 5 43 3 1 7 4 10 12 5 11 1 0 6 0 1 2 1 1 1 2 14 0 0 1 1 0 0 2 13 1 0 3 2 0 2 0 1 4 4 0 1 2 0 2 2 0 0 6 0 0 0 0 3 0 0 1 1 0 1 0 0 2 1 0 0 3 3 1 0 0 0 2 2 7 0 0 0 1 1 0 0 0 1 0 0 0 1 2 0 0 0 0 2 1 0 0 0 0 0
"41" 41 "2009-10-05" 200 2 5 19 4 5 3 1 7 3 5 9 0 3 3 1 1 2 0 1 1 5 1 2 1 2 4 0 4 0 2 1 0 1 0 0 11 1 5 0 1 0 6 3 1 0 0 6 0 12 0 1 2 5 2 1 0 0 2 0 2 0 2 0 4 0 0 0 1 4 0 0 0 0 0 1 0 2 0 0 0 1 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2
"42" 42 "2009-10-12" 288 15 12 20 8 10 7 1 8 0 1 5 2 2 4 0 3 1 3 2 0 1 4 2 3 7 1 0 2 6 1 11 4 2 3 0 2 0 5 1 3 1 3 17 0 2 8 14 0 1 2 0 7 0 0 1 0 0 1 3 5 0 1 0 1 0 1 0 0 5 1 5 3 1 4 1 2 4 2 0 0 0 1 1 0 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0
"43" 43 "2009-10-19" 370 24 36 8 14 16 7 2 5 6 0 8 10 10 4 0 7 4 2 1 3 2 5 2 0 10 2 2 4 3 2 6 3 1 6 3 3 0 11 3 0 0 9 8 0 1 3 6 1 3 2 0 4 0 2 0 0 3 1 0 6 1 1 1 4 3 2 4 2 2 1 0 1 1 4 1 4 2 4 0 3 0 2 1 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 2 1
"44" 44 "2009-10-26" 364 15 16 11 18 5 14 3 7 4 2 10 6 11 5 3 3 8 4 0 6 4 4 1 14 9 1 2 10 4 7 2 5 2 11 1 5 1 4 0 2 0 3 2 1 2 1 1 1 0 4 1 2 0 4 1 1 0 2 1 2 1 0 3 1 3 1 1 1 3 1 0 1 2 3 1 0 5 3 2 1 0 1 0 1 1 0 1 0 0 1 0 1 3 0 1 1 0 1 1 0
"45" 45 "2009-11-02" 335 16 6 4 12 7 13 1 4 7 3 7 14 10 1 4 9 7 5 0 2 0 6 1 13 5 9 3 13 3 10 3 3 1 7 1 0 0 1 2 3 0 3 3 0 6 2 0 0 0 0 0 3 2 1 0 0 1 3 0 1 6 1 3 0 0 0 1 1 0 0 0 8 1 7 4 0 0 1 11 3 2 0 0 3 0 0 1 0 0 1 0 2 1 1 0 0 0 0 2 0
"46" 46 "2009-11-09" 176 12 4 4 3 7 5 0 5 1 0 6 6 6 0 0 2 5 2 1 1 1 2 2 11 1 4 1 4 0 3 0 1 0 4 3 1 0 1 1 2 0 0 0 0 1 0 0 0 0 3 0 2 0 0 1 3 0 0 0 0 3 0 1 0 0 0 0 1 0 0 1 5 1 4 1 1 0 0 3 2 2 2 0 1 2 0 0 1 0 0 1 2 0 0 0 1 0 0 0 0
"47" 47 "2009-11-16" 150 3 1 3 2 1 9 0 3 1 1 6 6 4 1 0 3 2 2 0 3 1 3 2 10 0 4 1 1 2 3 0 1 0 2 0 1 0 0 0 2 1 4 1 1 2 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 3 0 0 4 0 0 0 1 1 1 1 1 2 0 0 1 2 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0
"48" 48 "2009-11-23" 111 6 3 5 9 3 4 0 2 1 2 4 3 3 2 0 2 1 0 0 0 2 0 1 4 1 0 0 2 1 1 0 0 1 6 1 0 0 1 1 5 0 0 2 6 2 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 2 0 1 1 1 0 0 0 0 0 3 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"49" 49 "2009-11-30" 110 1 0 5 0 7 3 1 1 0 1 2 1 2 1 0 0 4 2 0 2 0 1 1 6 1 3 0 3 1 5 0 0 1 6 0 1 0 1 0 0 1 0 4 9 0 1 0 1 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0
"50" 50 "2009-12-07" 91 0 3 12 3 3 5 0 0 1 0 2 0 3 0 1 1 3 0 1 1 1 1 0 1 1 0 0 3 1 0 0 2 1 2 0 1 1 0 0 2 0 0 1 7 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"51" 51 "2009-12-14" 49 0 1 3 1 1 3 0 2 0 0 0 0 0 0 0 1 2 4 0 0 0 0 0 1 0 1 0 3 0 2 0 2 0 1 0 3 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
"52" 52 "2009-12-21" 21 0 0 3 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"53" 53 "2009-12-28" 33 0 2 1 0 3 1 0 0 0 1 2 0 0 0 0 0 2 0 2 4 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"54" 54 "2010-01-04" 56 4 2 1 1 6 2 0 0 1 0 0 0 0 0 0 3 2 0 0 1 0 0 0 1 1 0 0 3 0 0 0 1 1 1 0 2 1 0 0 0 0 1 3 0 1 0 0 2 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"55" 55 "2010-01-11" 33 2 0 0 2 2 2 0 0 2 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 1 1 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"56" 56 "2010-01-18" 28 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 2 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0
"57" 57 "2010-01-25" 27 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 2 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"58" 58 "2010-02-01" 22 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"59" 59 "2010-02-08" 27 0 2 0 0 0 1 1 0 1 2 0 1 1 0 0 0 2 3 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
