"","CDC EW","Region1","Region2","Region3","Region4","Region5","Region6","Region7","Region8","Region9","Region10","United.States-indirect","United.States-direct"
"1",26,-39407.18,-33219.24,-26472.06,-23492.06,-24355.18,-34376.54,-19507.38,-47754.21,-20609.94,-32010.03,-1026616.93,-12460566.15
